10:0.001,0.00044831648119725287,106081
10:0.001,0.00028714913059957325,108051
10:0.001,0.0003524911589920521,107011
10:0.001,0.0004055975005030632,104021
10:0.001,0.00027866329764947295,100011
10:0.001,0.2875174880027771,110031
10:0.001,0.0003308539162389934,108061
10:0.001,0.00034848740324378014,100041
10:0.001,0.0003148938703816384,109071
10:0.101,0.006343402899801731,105081
10:0.101,0.007245929911732674,101011
10:0.101,0.008595071732997894,108031
10:0.101,0.009179092943668365,108001
10:0.101,0.008256006985902786,100031
10:0.101,0.008654376491904259,108011
10:0.101,0.017445627599954605,109041
10:0.101,0.006881874054670334,107041
10:0.101,0.00977003201842308,109051
10:0.201,0.018341653048992157,106031
10:0.201,0.03198741376399994,106051
10:0.201,0.04468982666730881,103081
10:0.201,0.021289724856615067,104081
10:0.201,0.015906212851405144,100081
10:0.201,0.02516150288283825,103081
10:0.201,0.01896262913942337,101021
10:0.201,0.04342023283243179,109041
10:0.201,0.02243778482079506,108001
10:0.30100000000000005,0.028903048485517502,101081
10:0.30100000000000005,0.04507408291101456,103061
10:0.30100000000000005,0.07420068979263306,109021
10:0.30100000000000005,0.026251111179590225,108041
10:0.30100000000000005,0.0828416720032692,101061
10:0.30100000000000005,0.04837121069431305,106051
10:0.30100000000000005,0.02730424702167511,100011
10:0.30100000000000005,0.0357985720038414,109021
10:0.30100000000000005,0.028085317462682724,101031
10:0.401,0.062224000692367554,105001
10:0.401,0.027544261887669563,108061
10:0.401,0.03303521126508713,105051
10:0.401,0.025136679410934448,108071
10:0.401,0.03275435417890549,102071
10:0.401,0.03054274618625641,109071
10:0.401,0.0494634211063385,103051
10:0.401,0.04316999390721321,100021
10:0.401,0.05135583505034447,107021
10:0.501,0.060625944286584854,104031
10:0.501,0.043051160871982574,104061
10:0.501,0.057011447846889496,105001
10:0.501,0.04930020123720169,100071
10:0.501,0.0379534587264061,102071
10:0.501,0.06375642120838165,106071
10:0.501,0.05390480160713196,105071
10:0.501,0.049469590187072754,105001
10:0.501,0.033718541264534,108021
10:0.601,0.06166953593492508,102001
10:0.601,0.31647396087646484,110021
10:0.601,0.07485438138246536,106041
10:0.601,0.06178952381014824,104041
10:0.601,0.06537404656410217,107071
10:0.601,0.07515498250722885,104071
10:0.601,0.0973505973815918,103061
10:0.601,0.06457918882369995,107021
10:0.601,0.06002124398946762,107061
10:0.701,0.05643443018198013,108001
10:0.701,0.05825010687112808,107031
10:0.701,0.06256160140037537,104021
10:0.701,0.06529523432254791,107071
10:0.701,0.05299931764602661,101041
10:0.701,0.09074704349040985,103011
10:0.701,0.085771843791008,102001
10:0.701,0.04664253816008568,108011
10:0.701,0.06788384914398193,108081
10:0.8009999999999999,0.07911145687103271,106011
10:0.8009999999999999,0.08429358899593353,102001
10:0.8009999999999999,0.06407827138900757,101041
10:0.8009999999999999,0.07788930833339691,107041
10:0.8009999999999999,0.28598111867904663,110031
10:0.8009999999999999,0.3651391267776489,110001
10:0.8009999999999999,0.056768082082271576,109031
10:0.8009999999999999,0.07775779813528061,105001
10:0.8009999999999999,0.06777270138263702,102081
10:0.9009999999999999,0.10831071436405182,101041
10:0.9009999999999999,0.07377603650093079,105021
10:0.9009999999999999,0.08251850306987762,106031
10:0.9009999999999999,0.10230445861816406,105051
10:0.9009999999999999,0.10121121257543564,104061
10:0.9009999999999999,0.10496927797794342,103071
10:0.9009999999999999,0.07603801041841507,109001
10:0.9009999999999999,0.08367782086133957,103041
10:0.9009999999999999,0.05918333679437637,106021
11:0.001,0.0002935966185759753,106001
11:0.001,0.00037134517333470285,107051
11:0.001,0.0002987398183904588,108041
11:0.001,0.00035038019996136427,110011
11:0.001,0.0002703391946852207,100081
11:0.001,0.00028595433104783297,104021
11:0.001,0.00031268337625078857,107001
11:0.001,0.00024072153610177338,104011
11:0.001,0.00030967238126322627,108021
11:0.101,0.007998988032341003,109011
11:0.101,0.009143894538283348,108031
11:0.101,0.005897838622331619,106091
11:0.101,0.008073946461081505,104031
11:0.101,0.010364895686507225,100001
11:0.101,0.2874358296394348,111041
11:0.101,0.007679563947021961,110081
11:0.101,0.005941013805568218,106001
11:0.101,0.010257745161652565,106041
11:0.201,0.020119983702898026,102041
11:0.201,0.014409131370484829,108071
11:0.201,0.01730155013501644,106021
11:0.201,0.012652477249503136,101081
11:0.201,0.033071063458919525,106071
11:0.201,0.02704857662320137,109051
11:0.201,0.039272457361221313,109051
11:0.201,0.03428833186626434,110091
11:0.201,0.013805375434458256,105011
11:0.30100000000000005,0.31568244099617004,111021
11:0.30100000000000005,0.05129361152648926,101071
11:0.30100000000000005,0.019833281636238098,104041
11:0.30100000000000005,0.03089303709566593,109031
11:0.30100000000000005,0.03837866336107254,106091
11:0.30100000000000005,0.21197766065597534,111011
11:0.30100000000000005,0.03330466151237488,104021
11:0.30100000000000005,0.01945333182811737,103081
11:0.30100000000000005,0.024815181270241737,101081
11:0.401,0.028035752475261688,101061
11:0.401,0.02995149791240692,109071
11:0.401,0.029355015605688095,104011
11:0.401,0.03616933524608612,109011
11:0.401,0.03149024397134781,105061
11:0.401,0.02640443667769432,101051
11:0.401,0.05991912633180618,100061
11:0.401,0.03049217164516449,102051
11:0.401,0.3165208101272583,111021
11:0.501,0.047913216054439545,104001
11:0.501,0.03455980494618416,104011
11:0.501,0.037441473454236984,104061
11:0.501,0.06538881361484528,104051
11:0.501,0.05554709583520889,110091
11:0.501,0.03670571371912956,110051
11:0.501,0.06321950256824493,100011
11:0.501,0.03791493922472,106011
11:0.501,0.04823508486151695,105021
11:0.601,0.0606222003698349,100011
11:0.601,0.07484713196754456,106021
11:0.601,0.06465966254472733,106091
11:0.601,0.04487864300608635,110021
11:0.601,0.04364609718322754,108001
11:0.601,0.054909106343984604,106041
11:0.601,0.043925754725933075,104061
11:0.601,0.06858672201633453,108001
11:0.601,0.05794138461351395,109081
11:0.701,0.0676175206899643,107031
11:0.701,0.04969741404056549,107021
11:0.701,0.06532694399356842,109041
11:0.701,0.06493961811065674,103061
11:0.701,0.067057304084301,110001
11:0.701,0.06820820271968842,108041
11:0.701,0.06032226234674454,110071
11:0.701,0.07042909413576126,105021
11:0.701,0.06734540313482285,101001
11:0.8009999999999999,0.3651290535926819,111081
11:0.8009999999999999,0.0803736001253128,109061
11:0.8009999999999999,0.04099493473768234,100011
11:0.8009999999999999,0.05436909943819046,107041
11:0.8009999999999999,0.07294736057519913,102041
11:0.8009999999999999,0.08404601365327835,104081
11:0.8009999999999999,0.06259133666753769,110001
11:0.8009999999999999,0.09061549603939056,104011
11:0.8009999999999999,0.08174161612987518,105011
11:0.9009999999999999,0.11857044696807861,100001
11:0.9009999999999999,0.09764765202999115,107021
11:0.9009999999999999,0.06173112615942955,106051
11:0.9009999999999999,0.08914121985435486,100071
11:0.9009999999999999,0.07103928923606873,108081
11:0.9009999999999999,0.0729457288980484,101061
11:0.9009999999999999,0.07562915235757828,103011
11:0.9009999999999999,0.09686950594186783,107091
11:0.9009999999999999,0.09753195941448212,104011
12:0.001,0.00025706368614919484,103051
12:0.001,0.0003104557399637997,108091
12:0.001,0.00021824915893375874,102011
12:0.001,0.0002480875700712204,100101
12:0.001,0.00023143785074353218,110101
12:0.001,0.0002509458572603762,101101
12:0.001,0.00021753426699433476,105051
12:0.001,0.00033373438054695725,105021
12:0.001,0.00021442302386276424,104051
12:0.101,0.018823202699422836,102031
12:0.101,0.2693791091442108,112051
12:0.101,0.014576753601431847,101001
12:0.101,0.025328686460852623,109031
12:0.101,0.014246847480535507,111021
12:0.101,0.009083211421966553,104041
12:0.101,0.018531223759055138,104101
